Latitude,Longitude,Soil information recorded in the paper,Sowing year,Crop growing season recorded in the paper,N input rates with the unit kg N ha-1 (details),Sowing month,Harvesting month,E,Tmax,Tmin,Crop_barley.winter,Crop_cotton,Crop_maize,Crop_rice,Crop_sorghum,Crop_soybean,Crop_sunflower,Crop_wheat.spring,Crop_wheat.winter,Crop sequence (details)_1,N input_No,N input_Yes,ST_Silt loam,Initial year of NT practice ( or first year of experiment if missing),Years since NT started (yrs),Residue management of previous crop in NT (details),Water applied in NT,Fertilization NT_No,Fertilization NT_Yes,Irrigation NT_No,Irrigation NT_Yes,Yield of NT
33.53,-7.57,36,1996,26,0,12,6,616.363,25.92364,8.61214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1995,2,109,0,0.0,1.0,0.0,1.0,6880.0
33.53,-7.57,36,1995,26,0,12,6,612.373,28.29289,6.7661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1995,1,109,0,0.0,1.0,0.0,1.0,12510.0
-32.78,27.83,68,2013,79,0,5,11,280.812,23.4875,10.31681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2012,2,109,0,1.0,0.0,1.0,0.0,3130.0
-32.78,27.83,68,2013,79,0,5,11,280.812,23.4875,10.31681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2012,2,109,0,1.0,0.0,1.0,0.0,3330.0
-32.78,27.83,68,2014,79,0,5,11,259.243,23.33182,7.76693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2012,3,109,0,1.0,0.0,1.0,0.0,2940.0
-32.78,27.83,68,2014,79,0,5,11,259.243,23.33182,7.76693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2012,3,109,0,1.0,0.0,1.0,0.0,3130.0
-32.78,27.83,68,2016,79,0,5,11,261.44,23.39334,9.24638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2012,5,109,0,1.0,0.0,1.0,0.0,3290.0
-32.78,27.83,68,2016,79,0,5,11,261.44,23.39334,9.24638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2012,5,109,0,1.0,0.0,1.0,0.0,3470.0
43.3,-89.35,117,1993,73,0,5,10,421.178,27.59575,2.14545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,10,109,0,0.0,1.0,0.0,1.0,5015.0
43.3,-89.35,117,1993,73,0,5,10,421.178,27.59575,2.14545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,10,109,0,0.0,1.0,0.0,1.0,3465.0
43.3,-89.35,117,1993,73,0,5,10,421.178,27.59575,2.14545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,10,109,0,0.0,1.0,0.0,1.0,4180.0
43.3,-89.35,117,1994,73,0,5,10,479.931,28.13424,5.21823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,11,109,0,0.0,1.0,0.0,1.0,11074.0
43.3,-89.35,117,1994,73,0,5,10,479.931,28.13424,5.21823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,11,109,0,0.0,1.0,0.0,1.0,8213.0
43.3,-89.35,117,1994,73,0,5,10,479.931,28.13424,5.21823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,11,109,0,0.0,1.0,0.0,1.0,10181.0
43.3,-89.35,117,1994,73,0,5,10,479.931,28.13424,5.21823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,11,109,0,0.0,1.0,0.0,1.0,9295.0
43.3,-89.35,117,1994,73,0,5,10,479.931,28.13424,5.21823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,11,109,0,0.0,1.0,0.0,1.0,8078.0
43.3,-89.35,117,1994,73,0,5,10,479.931,28.13424,5.21823,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,11,109,0,0.0,1.0,0.0,1.0,8008.0
43.3,-89.35,117,1995,73,0,5,10,479.785,30.04979,3.83426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,12,109,0,0.0,1.0,0.0,1.0,4658.0
43.3,-89.35,117,1995,73,0,5,10,479.785,30.04979,3.83426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1984,12,109,0,0.0,1.0,0.0,1.0,3903.0
43.3,-89.35,117,1995,73,0,5,10,479.785,30.04979,3.83426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984,12,109,0,1.0,0.0,0.0,1.0,3058.0
43.3,-89.35,117,1993,73,0,6,10,341.823,27.59575,2.14545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984,10,109,0,1.0,0.0,0.0,1.0,1805.0
43.3,-89.35,117,1993,73,0,6,10,341.823,27.59575,2.14545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984,10,109,0,1.0,0.0,0.0,1.0,1909.0
43.3,-89.35,117,1993,73,0,6,10,341.823,27.59575,2.14545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984,10,109,0,1.0,0.0,0.0,1.0,1805.0
43.3,-89.35,117,1995,73,0,6,10,401.186,30.04979,3.83426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984,12,109,0,1.0,0.0,0.0,1.0,2297.0
43.3,-89.35,117,1995,73,0,6,10,401.186,30.04979,3.83426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984,12,109,0,1.0,0.0,0.0,1.0,1582.0
43.3,-89.35,117,1995,73,0,6,10,401.186,30.04979,3.83426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984,12,109,0,1.0,0.0,0.0,1.0,2088.0
-17.72,31.65,98,2014,163,0,12,5,634.372,25.62066,8.03995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012,3,109,0,0.0,1.0,0.0,1.0,2847.0
-17.72,31.65,98,2014,163,0,12,5,634.372,25.62066,8.03995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012,3,109,0,0.0,1.0,0.0,1.0,4115.0
-17.72,31.65,98,2014,163,0,12,5,634.372,25.62066,8.03995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012,3,109,0,0.0,1.0,0.0,1.0,2280.0
-17.72,31.65,98,2014,163,0,12,5,634.372,25.62066,8.03995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012,3,109,0,0.0,1.0,0.0,1.0,4820.0
-17.72,31.65,98,2014,163,0,12,5,634.372,25.62066,8.03995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012,3,109,0,0.0,1.0,0.0,1.0,2394.0
-17.72,31.65,98,2014,163,0,12,5,634.372,25.62066,8.03995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012,3,109,0,0.0,1.0,0.0,1.0,4481.0
25.62,85.22,120,2013,26,41,6,9,425.72,35.38459,25.78238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2009,5,99,0,0.0,1.0,0.0,1.0,7535.0
25.62,85.22,120,2014,26,41,6,9,440.559,38.5614,25.08008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2009,6,99,0,0.0,1.0,0.0,1.0,7343.0
25.62,85.22,120,2014,98,41,7,11,456.665,33.7701,13.39191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2009,6,99,0,0.0,1.0,0.0,1.0,4875.0
25.62,85.22,120,2015,98,41,7,11,463.801,35.25414,16.45587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2009,7,99,0,0.0,1.0,0.0,1.0,4612.0
25.62,85.22,120,2014,26,41,12,4,495.965,36.03016,9.53971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2009,6,99,0,0.0,1.0,0.0,1.0,5625.0
25.67,78.47,110,1998,73,208,7,10,365.076,32.80104,20.99182,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998,1,163,0,0.0,1.0,1.0,0.0,438.0
25.67,78.47,110,1998,73,208,7,10,365.076,32.80104,20.99182,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1998,1,91,0,0.0,1.0,1.0,0.0,310.0
25.67,78.47,110,1999,73,208,7,10,345.12,33.08575,19.79373,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998,2,163,0,0.0,1.0,1.0,0.0,357.0
25.67,78.47,110,1999,73,208,7,10,345.12,33.08575,19.79373,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1998,2,91,0,0.0,1.0,1.0,0.0,81.0
25.67,78.47,110,2000,73,208,7,10,350.607,36.01158,19.66146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998,3,163,0,0.0,1.0,1.0,0.0,444.0
25.67,78.47,110,2000,73,208,7,10,350.607,36.01158,19.66146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1998,3,91,0,0.0,1.0,1.0,0.0,183.0
25.67,78.47,110,2001,73,208,7,10,345.629,36.06364,20.1673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998,4,163,0,0.0,1.0,1.0,0.0,437.0
25.67,78.47,110,2001,73,208,7,10,345.629,36.06364,20.1673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1998,4,91,0,0.0,1.0,1.0,0.0,102.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3410.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3800.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3320.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,2910.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3550.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,2450.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3520.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,2230.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,2910.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,2070.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,4180.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,5370.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,4210.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3680.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3920.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3830.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,4210.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,4330.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3510.0
5.06,97.31,110,2015,5,0,8,3,929.96,33.627,20.19508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015,1,109,0,0.0,1.0,0.0,1.0,3690.0
8.18,38.85,42,2014,73,89,4,11,807.755,28.52661,11.30607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,2400.0
8.18,38.85,42,2015,73,89,4,11,847.388,27.92987,13.61402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,1500.0
8.18,38.85,42,2014,73,89,4,11,807.755,28.52661,11.30607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,1700.0
8.18,38.85,42,2015,73,89,4,11,847.388,27.92987,13.61402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,700.0
-2.35,30.25,54,2014,124,89,10,1,520.069,26.48293,17.14181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,3900.0
-2.35,30.25,54,2015,45,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,2200.0
-2.35,30.25,54,2014,124,89,10,1,520.069,26.48293,17.14181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,1800.0
-2.35,30.25,54,2015,45,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,600.0
-2.35,30.25,54,2014,124,89,10,1,520.069,26.48293,17.14181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,3900.0
-2.35,30.25,54,2015,45,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,2400.0
-2.35,30.25,54,2014,124,89,10,1,520.069,26.48293,17.14181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,1000.0
-2.35,30.25,54,2015,45,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,100.0
-2.35,30.25,54,2015,124,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,400.0
-2.35,30.25,54,2016,45,89,10,1,526.376,26.99082,16.62827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,3900.0
-2.35,30.25,54,2015,124,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,100.0
-2.35,30.25,54,2016,45,89,10,1,526.376,26.99082,16.62827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,1300.0
-2.35,30.25,54,2015,124,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,600.0
-2.35,30.25,54,2016,45,89,10,1,526.376,26.99082,16.62827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,3900.0
-2.35,30.25,54,2015,124,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,200.0
-2.35,30.25,54,2016,45,89,10,1,526.376,26.99082,16.62827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,400.0
8.18,38.85,42,2014,73,89,4,11,807.755,28.52661,11.30607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,9300.0
8.18,38.85,42,2015,73,89,4,11,847.388,27.92987,13.61402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,7600.0
8.18,38.85,42,2014,73,89,4,11,807.755,28.52661,11.30607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,7600.0
8.18,38.85,42,2015,73,89,4,11,847.388,27.92987,13.61402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,5000.0
-2.35,30.25,54,2014,124,89,10,1,520.069,26.48293,17.14181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,7000.0
-2.35,30.25,54,2015,45,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,3600.0
-2.35,30.25,54,2014,124,89,10,1,520.069,26.48293,17.14181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,3800.0
-2.35,30.25,54,2015,45,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,1500.0
-2.35,30.25,54,2014,124,89,10,1,520.069,26.48293,17.14181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,7000.0
-2.35,30.25,54,2015,45,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,4400.0
-2.35,30.25,54,2014,124,89,10,1,520.069,26.48293,17.14181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,68,0,0.0,1.0,0.0,1.0,2000.0
-2.35,30.25,54,2015,45,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,900.0
-2.35,30.25,54,2015,124,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,2200.0
-2.35,30.25,54,2016,45,89,10,1,526.376,26.99082,16.62827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,14100.0
-2.35,30.25,54,2015,124,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,3700.0
-2.35,30.25,54,2016,45,89,10,1,526.376,26.99082,16.62827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,7600.0
-2.35,30.25,54,2015,124,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,5400.0
-2.35,30.25,54,2016,45,89,10,1,526.376,26.99082,16.62827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,12000.0
-2.35,30.25,54,2015,124,89,10,1,512.182,26.6788,17.19974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,2800.0
-2.35,30.25,54,2016,45,89,10,1,526.376,26.99082,16.62827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,4400.0
56.46,-3.08,114,2004,73,215,3,7,271.576,19.02476,2.30742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2003,2,69,0,0.0,0.0,0.0,1.0,2831.0
56.46,-3.08,114,2005,73,215,3,7,268.575,20.3144,3.89681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2003,3,69,0,0.0,0.0,0.0,1.0,3105.0
56.46,-3.08,114,2006,73,215,3,7,292.79,22.10652,1.05155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2003,4,69,0,0.0,0.0,0.0,1.0,2683.0
56.46,-3.08,114,2007,73,215,3,7,264.415,18.64914,3.28381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2003,5,69,0,0.0,0.0,0.0,1.0,2647.0
56.46,-3.08,114,2008,73,90,3,7,277.426,19.05522,1.52606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2003,6,69,0,0.0,1.0,0.0,1.0,2449.0
-14.49,35.25,86,2016,73,200,10,5,1020.887,31.11509,17.37379,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,5379.0
-14.49,35.25,86,2016,73,200,10,5,1020.887,31.11509,17.37379,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,5595.0
-14.49,35.25,86,2016,73,200,10,5,1020.887,31.11509,17.37379,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,3,109,0,0.0,1.0,0.0,1.0,4350.0
-11.9,33.59,86,2014,73,200,11,5,744.022,28.8382,13.03049,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,109,0,0.0,1.0,0.0,1.0,1700.0
-11.9,33.59,86,2014,73,200,11,5,744.022,28.8382,13.03049,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,1,109,0,0.0,1.0,0.0,1.0,2113.0
-11.9,33.59,86,2015,73,200,11,5,738.978,27.28121,11.99453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014,2,109,0,0.0,1.0,0.0,1.0,2035.0
